group,start,end,years,cagr,total_return,mdd_full,mdd_1y,mdd_3y,mdd_5y,return_1y,return_3y,return_5y,days_to_recover_initial
all_month_ends,2001-02-28,2026-06-17,25.297741273100616,0.09809205738073024,9.66764585811348,-0.10018090045772665,-0.030511661569271653,-0.04676401288993226,-0.04676401288993226,0.06400544638434358,0.20365608099013222,0.321988729742992,2
all_month_ends,2001-03-30,2026-06-17,25.215605749486652,0.09881277972345925,9.762568564802711,-0.10018090045772665,-0.03051166156927121,-0.04676401288993248,-0.04676401288993248,0.08401153041620035,0.20308216649886512,0.34395584509731125,3
all_month_ends,2001-04-30,2026-06-17,25.130732375085557,0.09926694815574688,9.78829389668811,-0.10018090045772676,-0.03438367535609843,-0.04676401288993248,-0.04676401288993248,0.05879028118351082,0.19840143126613086,0.3884764326329295,1
all_month_ends,2001-05-31,2026-06-17,25.045859000684462,0.09942784645622571,9.741283546665453,-0.10018090045772643,-0.04363460263055341,-0.04676401288993248,-0.04676401288993248,0.041782273554838545,0.19136091627788288,0.34608120847283375,1
all_month_ends,2001-06-29,2026-06-17,24.966461327857633,0.09894275537421326,9.543929877622704,-0.10018090045772654,-0.046764012889932705,-0.046764012889932705,-0.06898163856634254,0.027241106785276692,0.16717581988837105,0.3032518873163772,45
strategy_ath_month_ends,2001-06-29,2026-06-17,24.966461327857633,0.09894275537421326,9.543929877622704,-0.10018090045772654,-0.046764012889932705,-0.046764012889932705,-0.06898163856634254,0.027241106785276692,0.16717581988837105,0.3032518873163772,45
all_month_ends,2001-07-31,2026-06-17,24.878850102669404,0.09979047616375958,9.65967996285301,-0.10018090045772665,-0.04676401288993293,-0.04676401288993293,-0.06898163856634298,0.039126788614125996,0.17718316881098906,0.3401378446321044,1
all_month_ends,2001-08-31,2026-06-17,24.79397672826831,0.09969928055092692,9.552251435139292,-0.10018090045772654,-0.04676401288993248,-0.04676401288993248,-0.06898163856634298,0.04218673893570091,0.19167206261225456,0.3410854419436533,3
all_month_ends,2001-09-28,2026-06-17,24.71731690622861,0.09991434209891925,9.52640735378119,-0.10018090045772676,-0.046764012889932816,-0.046764012889932816,-0.06898163856634265,0.03655515244277785,0.20520221054928278,0.3412052626722164,3
strategy_ath_month_ends,2001-09-28,2026-06-17,24.71731690622861,0.09991434209891925,9.52640735378119,-0.10018090045772676,-0.046764012889932816,-0.046764012889932816,-0.06898163856634265,0.03655515244277785,0.20520221054928278,0.3412052626722164,3
all_month_ends,2001-10-31,2026-06-17,24.62696783025325,0.10123516592585258,9.749274901001368,-0.10018090045772665,-0.04676401288993237,-0.04676401288993237,-0.06898163856634265,0.057734465275882885,0.22600269926144256,0.3699365483534558,1
all_month_ends,2001-11-30,2026-06-17,24.54483230663929,0.10084381596126213,9.57183761034365,-0.10018090045772665,-0.046764012889932705,-0.046764012889932705,-0.06898163856634276,0.05729647527318904,0.20238589699319465,0.3740182676763988,3
all_month_ends,2001-12-31,2026-06-17,24.459958932238195,0.1003224365240496,9.365177150712057,-0.10018090045772676,-0.04676401288993237,-0.04676401288993237,-0.06898163856634287,0.022388650662162668,0.19111864352236108,0.3290650404305786,2
strategy_ath_month_ends,2001-12-31,2026-06-17,24.459958932238195,0.1003224365240496,9.365177150712057,-0.10018090045772676,-0.04676401288993237,-0.04676401288993237,-0.06898163856634287,0.022388650662162668,0.19111864352236108,0.3290650404305786,2
all_month_ends,2002-01-31,2026-06-17,24.3750855578371,0.09996895187535593,9.201204248727514,-0.10018090045772687,-0.046764012889932594,-0.046764012889932594,-0.06898163856634287,0.017507529675165667,0.14162130925954597,0.30186413529584377,14
strategy_ath_month_ends,2002-01-31,2026-06-17,24.3750855578371,0.09996895187535593,9.201204248727514,-0.10018090045772687,-0.046764012889932594,-0.046764012889932594,-0.06898163856634287,0.017507529675165667,0.14162130925954597,0.30186413529584377,14
all_month_ends,2002-02-28,2026-06-17,24.298425735797398,0.09951515081528206,9.025931628793609,-0.10018090045772676,-0.046764012889932594,-0.046764012889932594,-0.06898163856634276,0.014074498314273765,0.14227746974373212,0.30505170216371025,1
strategy_ath_month_ends,2002-02-28,2026-06-17,24.298425735797398,0.09951515081528206,9.025931628793609,-0.10018090045772676,-0.046764012889932594,-0.046764012889932594,-0.06898163856634276,0.014074498314273765,0.14227746974373212,0.30505170216371025,1
all_month_ends,2002-03-29,2026-06-17,24.21902806297057,0.09928458062509882,8.900281520290877,-0.10018090045772676,-0.046764012889932594,-0.046764012889932594,-0.06898163856634265,0.018155753947823428,0.11833689743537112,0.28847650285339577,4
strategy_ath_month_ends,2002-03-29,2026-06-17,24.21902806297057,0.09928458062509882,8.900281520290877,-0.10018090045772676,-0.046764012889932594,-0.046764012889932594,-0.06898163856634265,0.018155753947823428,0.11833689743537112,0.28847650285339577,4
all_month_ends,2002-04-30,2026-06-17,24.13141683778234,0.10097432572936382,9.189264189910215,-0.10018090045772654,-0.022546481892709913,-0.04526330402129186,-0.06898163856634298,0.05292032650502354,0.1498804102067388,0.31879113403019366,1
all_month_ends,2002-05-31,2026-06-17,24.046543463381244,0.10189001653179086,9.310487919911818,-0.10018090045772676,-0.016943360984846167,-0.04526330402129208,-0.06898163856634276,0.10488908828235988,0.18400571392096343,0.3846790161464013,3
all_month_ends,2002-06-28,2026-06-17,23.969883641341546,0.1020767322077687,9.275731175049431,-0.10018090045772654,-0.01801474973363193,-0.04526330402129186,-0.06898163856634254,0.09881725079955261,0.18767193699835438,0.3778475351642272,3
all_month_ends,2002-07-31,2026-06-17,23.87953456536619,0.10240373387506563,9.258305415328323,-0.10018090045772665,-0.036924952346690576,-0.04526330402129197,-0.06898163856634298,0.07685312691511781,0.20058905391915638,0.41304450325780917,1
all_month_ends,2002-08-30,2026-06-17,23.797399041752225,0.1022527043502579,9.143362503126982,-0.10018090045772643,-0.04526330402129164,-0.04526330402129164,-0.06898163856634276,0.092218887673015,0.1849819114906921,0.40411392575568383,3
all_month_ends,2002-09-30,2026-06-17,23.71252566735113,0.10269102414986597,9.155183087918038,-0.10018090045772654,-0.04526330402129186,-0.04526330402129186,-0.06898163856634265,0.07498721047847479,0.2227022133686647,0.4565100773522486,8
all_month_ends,2002-10-31,2026-06-17,23.627652292950035,0.10311213023938937,9.162545755940492,-0.10018090045772632,-0.04526330402129164,-0.04526330402129164,-0.06898163856634276,0.10630177365679194,0.20449819435249483,0.4983643612227888,1
all_month_ends,2002-11-29,2026-06-17,23.548254620123203,0.10284385456576994,9.026079506768848,-0.10018090045772654,-0.04526330402129208,-0.04526330402129208,-0.06898163856634265,0.10065239258944181,0.2308556923842926,0.46756945665547667,3
all_month_ends,2002-12-31,2026-06-17,23.460643394934976,0.1037701619471485,9.138196608500008,-0.10018090045772665,-0.04526330402129175,-0.04526330402129175,-0.06898163856634254,0.11865091169369912,0.25718195716740655,0.5149643746741401,1
all_month_ends,2003-01-31,2026-06-17,23.37577002053388,0.10363886917013643,9.025679369649644,-0.10018090045772676,-0.04526330402129164,-0.04526330402129164,-0.06898163856634287,0.11239547926136528,0.24775621741578813,0.4815882264769098,3
all_month_ends,2003-02-28,2026-06-17,23.299110198494184,0.10333615285696784,8.886780158124514,-0.10018090045772665,-0.04526330402129153,-0.04526330402129153,-0.06898163856634276,0.11554913024115487,0.22521989540423637,0.4687714140346073,5
strategy_ath_month_ends,2003-02-28,2026-06-17,23.299110198494184,0.10333615285696784,8.886780158124514,-0.10018090045772665,-0.04526330402129153,-0.04526330402129153,-0.06898163856634276,0.11554913024115487,0.22521989540423637,0.4687714140346073,5
all_month_ends,2003-03-31,2026-06-17,23.21423682409309,0.10294259625315161,8.723739694936919,-0.10018090045772665,-0.04526330402129208,-0.04526330402129208,-0.06898163856634276,0.08741361009963611,0.21769504313317212,0.46879912094953813,1
strategy_ath_month_ends,2003-03-31,2026-06-17,23.21423682409309,0.10294259625315161,8.723739694936919,-0.10018090045772665,-0.04526330402129208,-0.04526330402129208,-0.06898163856634276,0.08741361009963611,0.21769504313317212,0.46879912094953813,1
all_month_ends,2003-04-30,2026-06-17,23.132101300479125,0.10309730827423791,8.6771464406349,-0.10018090045772665,-0.04526330402129164,-0.04526330402129164,-0.06898163856634287,0.07497128425366606,0.24546938530141937,0.4772240953106448,1
strategy_ath_month_ends,2003-04-30,2026-06-17,23.132101300479125,0.10309730827423791,8.6771464406349,-0.10018090045772665,-0.04526330402129164,-0.04526330402129164,-0.06898163856634287,0.07497128425366606,0.24546938530141937,0.4772240953106448,1
all_month_ends,2003-05-30,2026-06-17,23.04996577686516,0.1015473543497154,8.293336683574596,-0.10018090045772676,-0.04526330402129208,-0.04526330402129208,-0.06898163856634287,0.0307630422864531,0.1722725631413753,0.427171045036582,5
strategy_ath_month_ends,2003-05-30,2026-06-17,23.04996577686516,0.1015473543497154,8.293336683574596,-0.10018090045772676,-0.04526330402129208,-0.04526330402129208,-0.06898163856634287,0.0307630422864531,0.1722725631413753,0.427171045036582,5
all_month_ends,2003-06-30,2026-06-17,22.965092402464066,0.10224123492158221,8.351628915156068,-0.10018090045772676,-0.043722593670938115,-0.06898163856634298,-0.06898163856634298,0.04086988164560856,0.16516447878474905,0.4213165694897578,1
all_month_ends,2003-07-31,2026-06-17,22.88021902806297,0.10353095086276398,8.526188074241363,-0.10018090045772676,-0.04372259367093856,-0.06898163856634276,-0.06898163856634276,0.05200796862605905,0.1976349381841107,0.42024190694844665,18
all_month_ends,2003-08-29,2026-06-17,22.80082135523614,0.10276650691403155,8.303797054201276,-0.10018090045772654,-0.043722593670938226,-0.06898163856634254,-0.06898163856634254,0.05063752929524723,0.17858519828027375,0.41948090968724894,3
all_month_ends,2003-09-30,2026-06-17,22.713210130047912,0.10392377051820922,8.446794332927901,-0.10018090045772654,-0.043722593670938226,-0.06898163856634265,-0.06898163856634265,0.0783742619791914,0.208630035375736,0.4794966943418957,1
all_month_ends,2003-10-31,2026-06-17,22.628336755646817,0.10296811063218225,8.186052122423135,-0.10018090045772676,-0.04372259367093834,-0.06898163856634298,-0.09930684456302974,0.047710175929905896,0.1707123181318,0.4296788536373344,3
strategy_ath_month_ends,2003-10-31,2026-06-17,22.628336755646817,0.10296811063218225,8.186052122423135,-0.10018090045772676,-0.04372259367093834,-0.06898163856634298,-0.09930684456302974,0.047710175929905896,0.1707123181318,0.4296788536373344,3
all_month_ends,2003-11-28,2026-06-17,22.55167693360712,0.10307669173151845,8.13755830289941,-0.10018090045772676,-0.043722593670938226,-0.06898163856634298,-0.10018090045772676,0.03814422414824148,0.18349754709598276,0.5693755380817094,3
strategy_ath_month_ends,2003-11-28,2026-06-17,22.55167693360712,0.10307669173151845,8.13755830289941,-0.10018090045772676,-0.043722593670938226,-0.06898163856634298,-0.10018090045772676,0.03814422414824148,0.18349754709598276,0.5693755380817094,3
all_month_ends,2003-12-31,2026-06-17,22.46132785763176,0.10310895999859704,8.062877884889241,-0.10018090045772665,-0.04372259367093834,-0.06898163856634243,-0.10018090045772665,0.04146438171744116,0.1620789483246079,0.5562065362617101,2
strategy_ath_month_ends,2003-12-31,2026-06-17,22.46132785763176,0.10310895999859704,8.062877884889241,-0.10018090045772665,-0.04372259367093834,-0.06898163856634243,-0.10018090045772665,0.04146438171744116,0.1620789483246079,0.5562065362617101,2
all_month_ends,2004-01-30,2026-06-17,22.379192334017795,0.10304616546794976,7.978677305902636,-0.10018090045772654,-0.043722593670938226,-0.06898163856634265,-0.10018090045772654,0.004807774794056252,0.1462893896501536,0.5636479355463462,7
strategy_ath_month_ends,2004-01-30,2026-06-17,22.379192334017795,0.10304616546794976,7.978677305902636,-0.10018090045772654,-0.043722593670938226,-0.06898163856634265,-0.10018090045772654,0.004807774794056252,0.1462893896501536,0.5636479355463462,7
all_month_ends,2004-02-27,2026-06-17,22.302532511978097,0.10295705648363396,7.895382748646876,-0.10018090045772665,-0.04372259367093834,-0.06898163856634298,-0.10018090045772665,0.013471433352372442,0.15456196577293202,0.5943119870160667,3
strategy_ath_month_ends,2004-02-27,2026-06-17,22.302532511978097,0.10295705648363396,7.895382748646876,-0.10018090045772665,-0.04372259367093834,-0.06898163856634298,-0.10018090045772665,0.013471433352372442,0.15456196577293202,0.5943119870160667,3
all_month_ends,2004-03-31,2026-06-17,22.21218343600274,0.10365690629732649,7.9420801842327275,-0.10018090045772665,-0.04268400731587407,-0.06898163856634276,-0.10018090045772665,0.01187536418461721,0.16296440557521175,0.5399200023760609,1
all_month_ends,2004-04-30,2026-06-17,22.130047912388775,0.10439554110561544,8.002237159621968,-0.10018090045772687,-0.03460567712305962,-0.06898163856634265,-0.10018090045772687,0.01592185313389738,0.16515484644148892,0.5262374558835854,3
all_month_ends,2004-05-31,2026-06-17,22.04517453798768,0.10489426653320666,8.015977777938163,-0.10018090045772665,-0.03460567712305973,-0.06898163856634265,-0.10018090045772665,0.03535053710188629,0.21082875380159583,0.5213772065901543,1
all_month_ends,2004-06-30,2026-06-17,21.963039014373717,0.1051301526208277,7.9844360760743935,-0.10018090045772665,-0.03460567712305995,-0.06898163856634276,-0.10018090045772665,0.038763400261143,0.2127592284376807,0.5222675791861127,43
