group,count,median_recovery_days,p90_recovery_days,max_recovery_days,unrecovered_count,worst_1y_return,median_1y_return,worst_3y_return,median_3y_return,worst_5y_return,median_5y_return,worst_full_mdd,median_full_mdd
all_month_ends,305,3.0,21.600000000000023,463.0,0,-0.05146097083674217,0.08178228658456721,0.08703702684464365,0.23267977709763787,0.24641184260111548,0.47319151351752886,-0.10018090045772698,-0.08521156697060195
stock_basket_ath_month_ends,70,3.0,41.50000000000002,463.0,0,-0.05146097083674217,0.08417432202810415,0.10221102739853882,0.20941810610562583,0.2789469897667105,0.491913852578586,-0.10018090045772698,-0.08521156697060184
strategy_ath_month_ends,136,3.0,30.5,463.0,0,-0.05146097083674217,0.07836738541979782,0.08703702684464365,0.21769504313317212,0.24641184260111548,0.4687852674920727,-0.10018090045772698,-0.08521156697060195
