date,baseline:HaenamP baseline,cap:cap 15%,cap:cap 20%,cap:cap 25%,lookback:6M momentum,lookback:9M momentum,lookback:12M momentum,rebalance_timing:month_start,rebalance_timing:month_mid,rebalance_timing:month_end
2016-07-12,322.6906083126413,281.4168880622262,322.6906083126413,367.915487346319,308.61195793339607,318.20671166742596,322.6906083126413,310.4559059358705,324.3791193083716,322.6906083126413
2016-07-13,324.59595995629735,282.6669197896801,324.59595995629735,370.62472634924626,310.28557159138546,320.03452959195727,324.59595995629735,312.54554211313274,326.2734649690128,324.59595995629735
2016-07-14,322.13398761146857,281.0570045178235,322.13398761146857,367.1171166299171,308.2064267682354,317.7013920867465,322.13398761146857,309.8989990622384,323.70591528404964,322.13398761146857
2016-07-15,321.94309580325506,280.9343089915924,321.94309580325506,366.842370675754,308.04297603148643,317.51971937963106,321.94309580325506,309.7774021409191,323.4898814642979,321.94309580325506
2016-07-18,321.6914308751198,280.7764369579913,321.6914308751198,366.4750879342099,307.8149095514077,317.2758868221975,321.6914308751198,309.54185114796644,323.2566616164109,321.6914308751198
2016-07-19,322.74343203195156,281.46765160644884,322.74343203195156,367.9695891675791,308.6807516020749,318.26508003847505,322.74343203195156,310.7250993806308,324.41568951390684,322.74343203195156
2016-07-20,321.7185638552662,280.79882608852637,321.7185638552662,366.5076844361292,307.79419754783686,317.28661125451526,321.7185638552662,309.6104940575744,323.38727271400785,321.7185638552662
2016-07-21,322.1127178178778,281.0592489067651,322.1127178178778,367.06574557444867,308.07663017895936,317.6428121457585,322.1127178178778,310.1513356373933,323.97815336187,322.1127178178778
2016-07-22,321.87935892537575,280.9087442950772,321.87935892537575,366.73054739122324,307.91902687769414,317.4352254407052,321.87935892537575,309.81437276001924,323.60432859055186,321.87935892537575
2016-07-25,321.8846559728324,280.9191457020288,321.8846559728324,366.7290457551675,307.89221249103446,317.4294956653655,321.8846559728324,309.8951851614506,323.7666180651769,321.8846559728324
2016-07-26,322.16739553126735,281.10660905184886,322.16739553126735,367.1285089383782,308.18459767360866,317.7158586241808,322.16739553126735,310.2931560177942,324.2995098212695,322.16739553126735
2016-07-27,324.00049998149694,282.3093306885325,324.00049998149694,369.73490328453795,309.7714631299309,319.46636813527573,324.00049998149694,312.2293864903841,326.0764851559698,324.00049998149694
2016-07-28,322.9177883488795,281.6026269269578,322.9177883488795,368.19065809008066,308.9042060658876,318.45649596234773,322.9177883488795,310.94268763582784,324.8869567211414,322.9177883488795
2016-07-29,322.4524072440642,281.30018283900176,322.4524072440642,367.52517756204105,308.4837786818713,318.0060504350133,322.4524072440642,310.4346905946641,324.3132851135763,322.4524072440642
2016-08-01,322.06867400847295,281.05606503466606,322.06867400847295,367.00421056738594,308.35316314514574,317.7064751304642,322.06867400847295,309.8310267988404,323.9299962424342,322.06867400847295
2016-08-02,321.6727606093818,280.79934321636824,321.6727606093818,366.47118535599134,307.99696161615054,317.2989215501125,321.6727606093818,309.4537271660442,323.52852629447466,321.6727606093818
2016-08-03,320.34996267582034,279.9361766553921,320.34996267582034,364.69528298427883,306.56258751963844,315.99107124592746,320.34996267582034,308.13046467905485,322.19424013351863,320.34996267582034
2016-08-04,320.8640176308246,280.27483183918173,320.8640176308246,365.38245149410585,307.04129336503354,316.48665317594265,320.8640176308246,308.61667057914707,322.7122495204055,320.8640176308246
2016-08-05,320.84691858097233,280.2659620491565,320.84691858097233,365.3573854325561,307.2476791545357,316.5391302004444,320.84691858097233,308.69447117764315,322.7010783379823,320.84691858097233
2016-08-08,320.3994065437425,279.98011646124144,320.3994065437425,364.75089475138714,307.13965809802175,316.13973199588247,320.3994065437425,308.3900617778951,322.25833038707447,320.3994065437425
2016-08-09,321.0287849218762,280.39422618532063,321.0287849218762,365.59270227907166,307.6299728575515,316.74950070518156,321.0287849218762,308.9492005302018,322.8912167930805,321.0287849218762
2016-08-10,320.906335066197,280.3164275330581,320.906335066197,365.4263689673291,307.4299884534134,316.64665061473784,320.906335066197,308.8059049742515,322.7655199097585,320.906335066197
2016-08-11,320.48205039334005,280.041143559298,320.48205039334005,364.8552995417032,307.1329797868928,316.2627716844278,320.48205039334005,308.4454145071401,322.34034055732224,320.48205039334005
2016-08-12,321.4519864832157,280.67805559659877,321.4519864832157,366.15378473248404,307.99564081658684,317.1698875928047,321.4519864832157,309.34255000724045,323.31727815416036,321.4519864832157
2016-08-16,320.7828646396884,280.2494585477779,320.7828646396884,365.2480636490445,307.5033188535667,316.567902553047,320.7828646396884,308.76168193217444,322.64312698769646,320.7828646396884
2016-08-17,322.5787029736945,281.4267447812637,322.5787029736945,367.6540165106519,308.90044954572323,318.1781471452195,322.5787029736945,310.33416765105005,324.44595163618885,322.5787029736945
2016-08-18,322.92588451369,281.6561995373944,322.92588451369,368.11743787273707,309.3323535533524,318.54111701967935,322.92588451369,310.7040019701256,324.81880639294707,322.92588451369
2016-08-19,323.53592553364587,282.05761981220496,323.53592553364587,368.9333500098727,310.03443337461965,319.1164801928579,323.53592553364587,311.32649528870235,325.5185172681022,323.53592553364587
2016-08-22,323.8796580895097,282.2893610016663,323.8796580895097,369.38795673306583,310.25877830056675,319.3979553542846,323.8796580895097,311.6109256053806,325.86071486839444,323.8796580895097
2016-08-23,324.19327764481085,282.49683803896824,324.19327764481085,369.80639142134794,310.5622381698951,319.7157797821018,324.19327764481085,311.91296269078816,326.15367135097483,324.19327764481085
2016-08-24,323.4972636285866,282.04372904069396,323.4972636285866,368.8709891949346,310.0207352580835,319.0624152480532,323.4972636285866,311.30256028385867,325.46675356936754,323.4972636285866
