Date,core__ma5,core__ma4,core__ma5_52w_high,core__ma4_52w_high,core__ma5_52w_near5,core__ma4_52w_near5,core__ma5_stack_hard,core__ma4_stack_hard,core__ma5_stack_half,core__ma4_stack_half,korea__ma5,korea__ma4,korea__ma5_52w_high,korea__ma4_52w_high,korea__ma5_52w_near5,korea__ma4_52w_near5,korea__ma5_stack_hard,korea__ma4_stack_hard,korea__ma5_stack_half,korea__ma4_stack_half,extended__ma5,extended__ma4,extended__ma5_52w_high,extended__ma4_52w_high,extended__ma5_52w_near5,extended__ma4_52w_near5,extended__ma5_stack_hard,extended__ma4_stack_hard,extended__ma5_stack_half,extended__ma4_stack_half,all__ma5,all__ma4,all__ma5_52w_high,all__ma4_52w_high,all__ma5_52w_near5,all__ma4_52w_near5,all__ma5_stack_hard,all__ma4_stack_hard,all__ma5_stack_half,all__ma4_stack_half
2014-05-19,,,,,,,,,,,,,,,,,,,,,103.87317732525956,104.70252691975483,98.86651999150187,98.86651999150187,102.86998859184555,103.56598948488518,100.20296649035811,102.88627856547284,102.03055461434958,103.79473883832927,,,,,,,,,,
2014-05-20,,,,,,,,,,,,,,,,,,,,,103.47862289148996,104.30542966390269,98.7681192380038,98.7681192380038,102.51258709713306,103.20515547901921,99.92175444472944,102.59249732882753,101.69360641247138,103.44972403359209,,,,,,,,,,
2014-05-21,,,,,,,,,,,,,,,,,,,,,104.00457784537127,104.84426155189384,98.87708665814576,98.87708665814576,102.95088953884918,103.64894973639491,100.25749747114332,102.94979245965547,102.12289577902847,103.89707001223579,,,,,,,,,,
2014-05-22,,,,,,,,,,,,,,,,,,,,,104.17069730246178,105.01644315340062,98.88312325686626,98.88312325686626,103.08334612296535,103.78686376908331,100.3201752125754,103.03679618624567,102.2363747300425,104.02628518467635,,,,,,,,,,
2014-05-23,,,,,,,,,,,,,,,,,,,,,104.34321135754494,105.20014367107022,98.88750177483759,98.88750177483759,103.21691913719798,103.92815398027533,100.39378471098782,103.14618104887398,102.35853782076813,104.17248708109466,,,,,,,,,,
2014-05-27,,,,,,,,,,,,,,,,,,,,,104.63801256959786,105.47738815737276,98.93167635751854,98.93167635751854,103.4657006975509,104.1606415147674,100.6379195458455,103.30764507168453,102.62759110813995,104.39129047713904,,,,,,,,,,
2014-05-28,,,,,,,,,,,,,,,,,,,,,104.53392026131445,105.36753305187088,98.89575036430169,98.89575036430169,103.38505188142848,104.08099248984281,100.58066380531923,103.25651472879203,102.5473510620956,104.31109517456592,,,,,,,,,,
2014-05-29,,,,,,,,,,,,,,,,,,,,,104.90241705113033,105.73431565047939,98.96567849819739,98.96567849819739,103.7181564820581,104.40865398484318,100.86650916983399,103.51184206899113,102.8738152860309,104.62161527863101,,,,,,,,,,
2014-05-30,,,,,,,,,,,,,,,,,,,,,104.94229459315191,105.76527248090544,98.98705922258222,98.98705922258222,103.77120756063701,104.45556638953859,100.92583410581963,103.54054238097096,102.92362125082167,104.65143481313181,,,,,,,,,,
2014-06-02,,,,,,,,,,,,,,,,,,,,,105.1528933791747,105.99375856961564,98.97357253167188,98.97357253167188,103.95081629988778,104.65580482764932,101.03312134811378,103.67265358343391,103.0816005768388,104.83123905408806,,,,,,,,,,
2014-06-03,,,,,,,,,,,,,,,,,,,,,105.18306473691219,106.0314041790591,98.9416595273978,98.9416595273978,103.94818997268054,104.66120787449051,101.00102220173196,103.66328060211889,103.08001411579994,104.84511654968432,,,,,,,,,,
2014-06-04,,,,,,,,,,,,,,,,,,,,,105.26092686470861,106.09802026609599,99.0056364289623,99.0056364289623,104.0643622311212,104.76790789363741,101.07103903204109,103.72607818854797,103.15389580826897,104.90980870224844,,,,,,,,,,
2014-06-05,,,,,,,,,,,,,,,,,,,,,105.8672453398811,106.73565305173291,99.138040196045,99.138040196045,104.59812669226531,105.33235206153455,101.48613638310702,104.21930829186556,103.66281244834776,105.47448405354139,,,,,,,,,,
2014-06-06,,,,,,,,,,,,,,,,,,,,,106.22727203446188,107.12626810696723,99.22516078062569,99.22516078062569,104.9340997132892,105.69226795280619,101.78137894481702,104.5250536489409,103.98986491115225,105.82219767913013,,,,,,,,,,
2014-06-09,,,,,,,,,,,,,,,,,,,,,106.32464712813194,107.24051850619402,99.23867112366196,99.23867112366196,104.99019110939652,105.76696722696704,101.79517641568243,104.50862981565787,104.04457540520124,105.87031365616859,,,,,,,,,,
2014-06-10,,,,,,,,,,,,,,,,,,,,,106.26026742770524,107.1746473095953,99.22888929603477,99.22888929603477,104.90521652052709,105.68135500538189,101.75667053031093,104.45484977585353,103.99339746724038,105.81055849328487,,,,,,,,,,
2014-06-11,,,,,,,,,,,,,,,,,,,,,105.92115309033139,106.8226293396358,99.15608694501908,99.15608694501908,104.62304148698398,105.38761229313398,101.56542471320094,104.18702703625817,103.72973268457626,105.5011403095935,,,,,,,,,,
2014-06-12,,,,,,,,,,,,,,,,,,,,,105.61267411903117,106.53684300890791,98.99212880007084,98.99212880007084,104.36603527701278,105.15315739825655,101.24570584965358,103.87697830295959,103.41541832974235,105.2030351648187,,,,,,,,,,
2014-06-13,,,,,,,,,,,,,,,,,,,,,105.82899698192443,106.7453067820636,99.06128234014356,99.06128234014356,104.49410350881902,105.26801076383441,101.31213484728339,103.96169992078705,103.55525576998983,105.34886367294101,,,,,,,,,,
2014-06-16,,,,,,,,,,,,,,,,,,,,,105.87885580077267,106.78460685039933,99.08984508146294,99.08984508146294,104.55773235272663,105.32362249904021,101.3568109903646,104.03163474308414,103.60248222176014,105.40369062743066,,,,,,,,,,
2014-06-17,,,,,,,,,,,,,,,,,,,,,106.0421473509125,106.9553041488513,99.12932113834279,99.12932113834279,104.7218184418425,105.49792638644642,101.48931212870676,104.17415299896436,103.75009105263216,105.56013451845534,,,,,,,,,,
2014-06-18,,,,,,,,,,,,,,,,,,,,,106.76983423016806,107.69895744617754,99.31593154340325,99.31593154340325,105.40086165114543,106.19138686324341,101.92033709536894,104.73781962641414,104.32638341553586,106.21269386069399,,,,,,,,,,
2014-06-19,,,,,,,,,,,,,,,,,,,,,106.95976892973344,107.88554456677599,99.3608757438445,99.3608757438445,105.59632119065915,106.37766923019274,102.00364375425607,104.85090221542508,104.46181406179336,106.36203743969365,,,,,,,,,,
2014-06-20,,,,,,,,,,,,,,,,,,,,,107.10817323803884,108.04307453622408,99.36565353308491,99.36565353308491,105.73908952899028,106.52813025429897,102.15382120065972,104.97659712974921,104.61118156237346,106.50344337277005,,,,,,,,,,
2014-06-23,,,,,,,,,,,,,,,,,,,,,106.87436051423944,107.79762604004898,99.34297987157181,99.34297987157181,105.5700810927886,106.34858264550466,102.04652399849763,104.84401209841126,104.44206147084533,106.31521124884308,,,,,,,,,,
2014-06-24,,,,,,,,,,,,,,,,,,,,,106.44776254672554,107.36233716294699,99.22361591574688,99.22361591574688,105.199448858783,105.97064325333791,101.69437263674801,104.4944649473423,104.05340780042324,105.92333377496514,,,,,,,,,,
2014-06-25,,,,,,,,,,,,,,,,,,,,,106.86225085878532,107.7947474437267,99.29819474599039,99.29819474599039,105.53596286872116,106.32071078866025,101.94152852364786,104.77259064605356,104.38243498297794,106.27760547561473,,,,,,,,,,
2014-06-26,,,,,,,,,,,,,,,,,,,,,106.76121107915226,107.67645012351565,99.26503343103337,99.26503343103337,105.38610645720345,106.15177679706132,101.83513889888876,104.66854369273864,104.27861892514886,106.16651852265025,,,,,,,,,,
2014-06-27,,,,,,,,,,,,,,,,,,,,,106.95350020307683,107.87882498946546,99.32997588411895,99.32997588411895,105.56673243624401,106.34581722726392,101.98189056947255,104.85042604133695,104.44766422068525,106.35852970703586,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,106.94216491465644,107.86371203147647,99.32506773657866,99.32506773657866,105.59940996537964,106.3820207812465,101.95934525556008,104.87284451498972,104.43058415150865,106.36245018218273,,,,,,,,,,
2014-07-01,,,,,,,,,,,,,,,,,,,,,107.54307347424958,108.4892509720695,99.3658416519051,99.3658416519051,106.12432976717356,106.93278305388445,102.28358240131712,105.32877212949327,104.89003005949004,106.90206827166135,,,,,,,,,,
2014-07-02,,,,,,,,,,,,,,,,,,,,,107.63820770281242,108.57542653275856,99.28084250618635,99.28084250618635,106.11030914416479,106.90601723186998,102.1960409874701,105.3115163122897,104.89153761596994,106.93576890005833,,,,,,,,,,
2014-07-03,,,,,,,,,,,,,,,,,,,,,107.91640816100944,108.88106720523506,99.27497318027449,99.27497318027449,106.31517685893652,107.13872234912935,102.37014104645938,105.54668010103904,105.11643437810687,107.2056768086413,,,,,,,,,,
2014-07-07,,,,,,,,,,,,,,,,,,,,,107.57366160884622,108.5074932288789,99.2799193087277,99.2799193087277,106.02388141560786,106.82157780340542,102.17247288478706,105.28711037865266,104.84802200085053,106.88993913919327,,,,,,,,,,
2014-07-08,,,,,,,,,,,,,,,,,,,,,106.96450432036801,107.86155907720818,99.22696915173633,99.22696915173633,105.47215922240963,106.2356407537382,101.86171481865061,104.74875525365181,104.3917127144369,106.29851126877622,,,,,,,,,,
2014-07-09,,,,,,,,,,,,,,,,,,,,,107.23549838218445,108.13110126771508,99.26567042143715,99.26567042143715,105.74611101077498,106.51294174115742,102.0062241396094,104.94489027967128,104.59799995867772,106.53084778381887,,,,,,,,,,
2014-07-10,,,,,,,,,,,,,,,,,,,,,106.78589445891113,107.64654752002298,99.25766157374571,99.25766157374571,105.34170383416262,106.08525977175745,101.84298035464093,104.62760934878241,104.29503134508218,106.1311185271947,,,,,,,,,,
2014-07-11,,,,,,,,,,,,,,,,,,,,,106.72013637031692,107.56343326926712,99.25452908034056,99.25452908034056,105.25164821131273,105.98163438071325,101.7722209671295,104.50583157496223,104.2266877069354,106.02838256936703,,,,,,,,,,
2014-07-14,,,,,,,,,,,,,,,,,,,,,107.03202239685399,107.91222530763261,99.26449159914979,99.26449159914979,105.5673923921981,106.32905959369448,101.99614827003415,104.80745397197752,104.49365111760682,106.35329813681899,,,,,,,,,,
2014-07-15,,,,,,,,,,,,,,,,,,,,,106.79990221304452,107.65991178784363,99.25692560601472,99.25692560601472,105.42382930071629,106.1685582027505,101.84157100764327,104.62686141582994,104.30116236697901,106.13733577773262,,,,,,,,,,
