date,KOSPI200/ma_down/cash,KOSPI200/ma_down/basket,KOSPI200/ma_reclaim/cash,KOSPI200/ma_reclaim/basket,KOSPI200/drawdown/cash,KOSPI200/drawdown/basket,KOSPI200/or/cash,KOSPI200/or/basket,KOSPI200/and/cash,KOSPI200/and/basket,KOSPI200/annual5_live/cash,KOSPI200/annual5_live/basket,Semi50/ma_down/cash,Semi50/ma_down/basket,Semi50/ma_reclaim/cash,Semi50/ma_reclaim/basket,Semi50/drawdown/cash,Semi50/drawdown/basket,Semi50/or/cash,Semi50/or/basket,Semi50/and/cash,Semi50/and/basket,Semi50/annual5_live/cash,Semi50/annual5_live/basket,Attack/ma_down/cash,Attack/ma_down/basket,Attack/ma_reclaim/cash,Attack/ma_reclaim/basket,Attack/drawdown/cash,Attack/drawdown/basket,Attack/or/cash,Attack/or/basket,Attack/and/cash,Attack/and/basket,Attack/annual5_live/cash,Attack/annual5_live/basket,SemiSplit/ma_down/cash,SemiSplit/ma_down/basket,SemiSplit/ma_reclaim/cash,SemiSplit/ma_reclaim/basket,SemiSplit/drawdown/cash,SemiSplit/drawdown/basket,SemiSplit/or/cash,SemiSplit/or/basket,SemiSplit/and/cash,SemiSplit/and/basket,SemiSplit/annual5_live/cash,SemiSplit/annual5_live/basket
2013-01-31,101.40593836399245,122.12858319008069,101.40593836399245,122.12858319008069,101.40593836399245,122.12858319008069,101.40593836399245,122.12858319008069,101.40593836399245,122.12858319008069,101.75547850774593,122.4646026223109,103.15883787904127,124.31122919372939,103.15883787904127,124.31122919372939,103.15883787904127,124.31122919372939,103.15883787904127,124.31122919372939,103.15883787904127,124.31122919372939,103.514420161533,124.65325386610692,102.72105190523774,123.76598999654337,102.72105190523774,123.76598999654337,102.72105190523774,123.76598999654337,102.72105190523774,123.76598999654337,102.72105190523774,123.76598999654337,103.0751251659238,124.10651452079271,103.72080619193329,123.85387002393003,103.72080619193329,123.85387002393003,106.90611575274443,127.30410576828709,106.90611575274443,127.30410576828709,103.72080619193329,123.85387002393003,104.07832554525184,124.19463633757981
2013-02-28,102.18710258013851,121.72787017531499,102.18710258013851,121.72787017531499,102.18710258013851,121.72787017531499,102.18710258013851,121.72787017531499,102.18710258013851,121.72787017531499,102.53933534975604,122.06278710265903,104.73060379532696,124.83979485522946,104.73060379532696,124.83979485522946,104.73060379532696,124.83979485522946,104.73060379532696,124.83979485522946,104.73060379532696,124.83979485522946,105.091603859984,125.18327380087239,104.09269738667727,124.05915412633227,104.09269738667727,124.05915412633227,104.09269738667727,124.05915412633227,104.09269738667727,124.05915412633227,104.09269738667727,124.05915412633227,104.45149862647871,124.40048525000225,104.4084557928197,123.14447829883532,104.4084557928197,123.14447829883532,108.53497657007625,127.8453970041112,108.53497657007625,127.8453970041112,104.4084557928197,123.14447829883532,104.76834543277258,123.48329282201584
2013-03-31,101.71812518916738,123.02823271553862,101.71812518916738,123.02823271553862,101.71812518916738,123.02823271553862,101.71812518916738,123.02823271553862,101.71812518916738,123.02823271553862,102.06874142204848,123.36672740552467,105.50451651015216,127.66885100134746,105.50451651015216,127.66885100134746,105.50451651015216,127.66885100134746,105.50451651015216,127.66885100134746,105.50451651015216,127.66885100134746,105.86818420518625,128.02011369273717,104.55016580721718,126.49899501469334,104.55016580721718,126.49899501469334,104.55016580721718,126.49899501469334,104.55016580721718,126.49899501469334,104.55016580721718,126.49899501469334,104.91054391302922,126.84703901366755,104.29350119748793,125.12463167714077,104.29350119748793,125.12463167714077,109.3370019124966,130.7425645825008,109.3370019124966,130.7425645825008,104.29350119748793,125.12463167714077,104.65299459589495,125.46889431080064
2013-04-30,101.28486911598104,121.4123610295424,101.28486911598104,121.4123610295424,101.28486911598104,121.4123610295424,101.28486911598104,121.4123610295424,101.28486911598104,121.4123610295424,101.63399194135025,121.74640987833138,105.92354791108714,127.04288008115141,105.92354791108714,127.04288008115141,105.92354791108714,127.04288008115141,105.92354791108714,127.04288008115141,105.92354791108714,127.04288008115141,106.28865998204718,127.39242050255564,104.75026686585555,125.61845444728685,104.75026686585555,125.61845444728685,104.75026686585555,125.61845444728685,104.75026686585555,125.61845444728685,104.75026686585555,125.61845444728685,105.11133470792889,125.96407576408637,104.7077228190902,124.51113527440972,104.7077228190902,124.51113527440972,109.77125476347305,130.10152299076879,109.77125476347305,130.10152299076879,104.7077228190902,124.51113527440972,105.06864401440436,124.85370995994528
2013-05-31,103.24006762787916,121.61367439413753,103.24006762787916,121.61367439413753,103.24006762787916,121.61367439413753,103.24006762787916,121.61367439413753,103.24006762787916,121.61367439413753,103.59592990440815,121.94827712802618,108.43217413423893,127.80990251274513,108.43217413423893,127.80990251274513,108.43217413423893,127.80990251274513,108.43217413423893,127.80990251274513,108.43217413423893,127.80990251274513,108.80593328824767,128.16155328731352,107.11641969748287,126.23934315282878,107.11641969748287,126.23934315282878,107.11641969748287,126.23934315282878,107.11641969748287,126.23934315282878,107.11641969748287,126.23934315282878,107.48564352543093,126.58667275662276,107.18755421079328,125.26287227594548,107.18755421079328,125.26287227594548,112.37100763881175,130.88701200404273,112.37100763881175,130.88701200404273,107.18755421079328,125.26287227594548,107.55702323511159,125.6075152589577
2013-06-30,101.4969642090787,116.85984309633054,101.4969642090787,116.85984309633054,101.4969642090787,116.85984309633054,101.4969642090787,116.85984309633054,101.4969642090787,116.85984309633054,101.84681811342146,117.18136633930983,106.47902787801934,122.66961344419931,106.47902787801934,122.66961344419931,106.47902787801934,122.66961344419931,106.47902787801934,122.66961344419931,106.47902787801934,122.66961344419931,106.84605465486965,123.0071214442493,105.21719721295939,121.19783847568155,105.21719721295939,121.19783847568155,105.21719721295939,121.19783847568155,105.21719721295939,121.19783847568155,105.21719721295939,121.19783847568155,105.57987453573261,121.53129709616474,105.25682680546645,120.22502027546778,105.25682680546645,120.22502027546778,110.34691271837184,125.62296701385182,110.34691271837184,125.62296701385182,105.25682680546645,120.22502027546778,105.61964072905107,120.55580232498973
2013-07-31,102.24879013041715,117.44789774738537,102.24879013041715,117.44789774738537,102.24879013041715,117.44789774738537,102.24879013041715,117.44789774738537,102.24879013041715,117.44789774738537,102.60123553329404,117.7710389391266,107.26775780567222,123.28690365114831,107.26775780567222,123.28690365114831,107.26775780567222,123.28690365114831,107.26775780567222,123.28690365114831,107.26775780567222,123.28690365114831,107.6375032869371,123.6261100374355,105.99658028960324,121.80772251047927,105.99658028960324,121.80772251047927,105.99658028960324,121.80772251047927,105.99658028960324,121.80772251047927,105.99658028960324,121.80772251047927,106.36194409876023,122.14285914017,104.68705654367542,119.32435746314687,104.68705654367542,119.32435746314687,109.74958909333441,124.68186561496205,109.74958909333441,124.68186561496205,104.68705654367542,119.32435746314687,105.04790650358666,119.65266146699824
2013-08-31,102.16247713700862,118.46728230283293,102.16247713700862,118.46728230283293,102.16247713700862,118.46728230283293,102.16247713700862,118.46728230283293,102.16247713700862,118.46728230283293,102.51462502421128,118.79322818624091,107.17720806654457,124.35696763595666,107.17720806654457,124.35696763595666,107.17720806654457,124.35696763595666,107.17720806654457,124.35696763595666,107.17720806654457,124.35696763595666,107.54664142832866,124.69911815115482,105.9071036109629,122.86494799891241,105.9071036109629,122.86494799891241,105.9071036109629,122.86494799891241,105.9071036109629,122.86494799891241,105.9071036109629,122.86494799891241,106.27215899941379,123.20299343421674,104.5986852953713,120.36002867923165,104.5986852953713,120.36002867923165,109.65694432415994,125.76403711900764,109.65694432415994,125.76403711900764,104.5986852953713,120.36002867923165,104.95923064492801,120.69118218518086
2013-09-30,102.25574509598535,115.27188240839517,102.25574509598535,115.27188240839517,102.25574509598535,115.27188240839517,102.25574509598535,115.27188240839517,102.25574509598535,115.27188240839517,102.60821447220842,115.58903660332015,107.27505416156225,121.00270615943563,107.27505416156225,121.00270615943563,107.27505416156225,121.00270615943563,107.27505416156225,121.00270615943563,107.27505416156225,121.00270615943563,107.64482479292514,121.33562790109485,106.00379017996303,119.55093053996345,106.00379017996303,119.55093053996345,106.00379017996303,119.55093053996345,106.00379017996303,119.55093053996345,106.00379017996303,119.55093053996345,106.36917884117656,119.87985792742123,104.69417736019335,117.11357602614378,104.69417736019335,117.11357602614378,109.75705426345813,122.37182297243113,109.75705426345813,122.37182297243113,104.69417736019335,117.11357602614378,105.05505186512896,117.43579737920332
2013-10-31,103.21724816524139,115.84795954641886,103.21724816524139,115.84795954641886,103.21724816524139,115.84795954641886,103.21724816524139,115.84795954641886,103.21724816524139,115.84795954641886,103.57303178446116,116.16669873568163,109.16228286719827,122.59837549066367,109.16228286719827,122.59837549066367,109.16228286719827,122.59837549066367,109.16228286719827,122.59837549066367,109.16228286719827,122.59837549066367,109.5385586619047,122.9356874896132,107.65162465751321,120.88268952984073,107.65162465751321,120.88268952984073,107.65162465751321,120.88268952984073,107.65162465751321,120.88268952984073,107.65162465751321,120.88268952984073,108.02269330462754,121.21528106280775,105.19709025064915,116.98824182319925,105.19709025064915,116.98824182319925,110.2842873799441,122.24086142710443,110.2842873799441,122.24086142710443,105.19709025064915,116.98824182319925,105.55969826593791,117.31011833701959
2013-11-30,104.35864298352578,115.30557080515764,104.35864298352578,115.30557080515764,104.35864298352578,115.30557080515764,104.35864298352578,115.30557080515764,104.35864298352578,115.30557080515764,104.71836092173416,115.62281768891644,111.54668065339209,123.34654534841222,111.54668065339209,123.34654534841222,111.54668065339209,123.34654534841222,111.54668065339209,123.34654534841222,111.54668065339209,123.34654534841222,111.93117532322948,123.68591583034949,109.71278310611065,121.29447409083501,109.71278310611065,121.29447409083501,109.71278310611065,121.29447409083501,109.71278310611065,121.29447409083501,109.71278310611065,121.29447409083501,110.09095644188567,121.62819859047349,107.28663532763173,117.16369116515718,107.28663532763173,117.16369116515718,112.47488019210482,122.42418821587837,112.47488019210482,122.42418821587837,107.28663532763173,117.16369116515718,107.65644587857443,117.48605040289628
2013-12-31,104.29403514568898,113.68276152202782,104.29403514568898,113.68276152202782,104.29403514568898,113.68276152202782,104.29403514568898,113.68276152202782,104.29403514568898,113.68276152202782,104.65353038458319,113.99554347677744,111.55037594496348,121.69101681566562,111.55037594496348,121.69101681566562,111.55037594496348,121.69101681566562,111.55037594496348,121.69101681566562,111.55037594496348,121.69101681566562,111.9348833522477,122.02583234623044,109.6985283712759,119.6467102474035,109.6985283712759,119.6467102474035,109.6985283712759,119.6467102474035,109.6985283712759,119.6467102474035,109.6985283712759,119.6467102474035,110.07665257184104,119.97590115910822,107.29018949344757,115.59114745768701,107.29018949344757,115.59114745768701,112.47860623284699,120.78103934521293,112.47860623284699,120.78103934521293,107.29018949344757,115.59114745768701,107.66001229538514,115.90918006500154
2014-01-31,103.43539905845225,116.0878909228862,103.43539905845225,116.0878909228862,103.43539905845225,116.0878909228862,103.43539905845225,116.0878909228862,103.43539905845225,116.0878909228862,103.79193463062273,116.40729024921754,111.16057076145837,124.84219456293667,111.16057076145837,124.84219456293667,111.16057076145837,124.84219456293667,111.16057076145837,124.84219456293667,111.16057076145837,124.84219456293667,111.54373453382263,125.18568011103413,109.18524524637604,122.60321713044941,109.18524524637604,122.60321713044941,109.18524524637604,122.60321713044941,109.18524524637604,122.60321713044941,109.18524524637604,122.60321713044941,109.56160019101635,122.94054245048243,107.63471043593489,119.92566255020567,107.63471043593489,119.92566255020567,112.83978776875402,125.31016851683532,112.83978776875402,125.31016851683532,107.63471043593489,119.92566255020567,108.0057207807492,120.25562095950968
2014-02-28,104.30377631691312,118.53708929844433,104.30377631691312,118.53708929844433,104.30377631691312,118.53708929844433,104.30377631691312,118.53708929844433,104.30377631691312,118.53708929844433,104.66330513303609,118.86322724587546,112.09380360597257,127.47608943081539,112.09380360597257,127.47608943081539,112.09380360597257,127.47608943081539,112.09380360597257,127.47608943081539,112.09380360597257,127.47608943081539,112.48018417557661,127.82682176615087,110.10189452500303,125.18987451432386,110.10189452500303,125.18987451432386,110.10189452500303,125.18987451432386,110.10189452500303,125.18987451432386,110.10189452500303,125.18987451432386,110.48140910433331,125.53431665437395,108.79427408931463,122.55056779671892,108.79427408931463,122.55056779671892,114.05542644164859,128.05292858825538,114.05542644164859,128.05292858825538,108.79427408931463,122.55056779671892,109.16928137999456,122.88774825959591
2014-03-31,103.73717908240612,117.22758155924464,103.73717908240612,117.22758155924464,103.73717908240612,117.22758155924464,103.73717908240612,117.22758155924464,103.73717908240612,117.22758155924464,104.09475487208907,117.55011658231906,110.66555653221829,125.13606289396483,110.66555653221829,125.13606289396483,110.66555653221829,125.13606289396483,110.66555653221829,125.13606289396483,110.66555653221829,125.13606289396483,111.04701402043746,125.48035697899249,108.90022078461004,123.12057928271663,108.90022078461004,123.12057928271663,108.90022078461004,123.12057928271663,108.90022078461004,123.12057928271663,108.90022078461004,123.12057928271663,109.27559326714857,123.45932805115233,107.45645667834143,120.24077597563338,107.45645667834143,120.24077597563338,112.65291388676592,125.6394301244227,112.65291388676592,125.6394301244227,107.45645667834143,120.24077597563338,107.82685259322136,120.57160137472417
2014-04-30,102.64949718989445,114.95272541747188,102.64949718989445,114.95272541747188,102.64949718989445,114.95272541747188,102.64949718989445,114.95272541747188,102.64949718989445,114.95272541747188,103.00332380579923,115.26900149731453,111.0193448098393,124.41983689810179,111.0193448098393,124.41983689810179,111.0193448098393,124.41983689810179,111.0193448098393,124.41983689810179,111.0193448098393,124.41983689810179,111.40202178487958,124.76216038913587,108.87587520682179,121.9947584879388,108.87587520682179,121.9947584879388,108.87587520682179,121.9947584879388,108.87587520682179,121.9947584879388,108.87587520682179,121.9947584879388,109.25116377162436,122.33040972052846,106.56125102694844,117.80892334066705,106.56125102694844,117.80892334066705,111.71441723170501,123.09839047523029,111.71441723170501,123.09839047523029,106.56125102694844,117.80892334066705,106.9285612220261,118.13305784299702
2014-05-31,102.64949718989445,114.10280167642047,102.64949718989445,114.10280167642047,102.64949718989445,114.10280167642047,102.64949718989445,114.10280167642047,102.64949718989445,114.10280167642047,103.00332380579923,114.41673931193299,111.0193448098393,123.4999163581285,111.0193448098393,123.4999163581285,111.0193448098393,123.4999163581285,111.0193448098393,123.4999163581285,111.0193448098393,123.4999163581285,111.40202178487958,123.83970881859247,108.87587520682179,121.09276820327023,108.87587520682179,121.09276820327023,108.87587520682179,121.09276820327023,108.87587520682179,121.09276820327023,108.87587520682179,121.09276820327023,109.25116377162436,121.4259377378379,107.62288150106097,118.1986728283378,107.62288150106097,118.1986728283378,112.82738680167475,123.50563920699298,112.82738680167475,123.50563920699298,107.62288150106097,118.1986728283378,107.99385107225133,118.52387967096796
2014-06-30,103.19622667267205,115.8532968921868,103.19622667267205,115.8532968921868,103.19622667267205,115.8532968921868,103.19622667267205,115.8532968921868,103.19622667267205,115.8532968921868,103.55193783207683,116.17205076639758,111.7370236283462,125.53515264906869,111.7370236283462,125.53515264906869,111.7370236283462,125.53515264906869,111.7370236283462,125.53515264906869,111.7370236283462,125.53515264906869,112.12217439891992,125.88054477281436,109.54871512925808,123.05387643808193,109.54871512925808,123.05387643808193,109.54871512925808,123.05387643808193,109.54871512925808,123.05387643808193,109.54871512925808,123.05387643808193,109.92632293262801,123.3924416831245,108.31860405799272,120.14654644295314,108.31860405799272,120.14654644295314,113.55675361422209,125.5409698085209,113.55675361422209,125.5409698085209,108.31860405799272,120.14654644295314,108.69197174280922,120.47711258288244
2014-07-31,104.89578233905863,117.53777808812445,104.89578233905863,117.53777808812445,104.89578233905863,117.53777808812445,104.89578233905863,117.53777808812445,104.89578233905863,117.53777808812445,105.25735176417773,117.8611665728439,112.25908432627885,125.87947544010193,112.25908432627885,125.87947544010193,112.25908432627885,125.87947544010193,112.25908432627885,125.87947544010193,112.25908432627885,125.87947544010193,112.64603460854143,126.22581491905082,110.38363640922269,123.75430822999094,110.38363640922269,123.75430822999094,110.38363640922269,123.75430822999094,110.38363640922269,123.75430822999094,110.38363640922269,123.75430822999094,110.76412213580825,124.09480061352056,108.65262582700605,120.24659795366897,108.65262582700605,120.24659795366897,113.90692825001527,125.64551350168512,113.90692825001527,125.64551350168512,108.65262582700605,120.24659795366897,109.02714486468255,120.57743937110453
2014-08-31,104.8411695760904,118.233791133621,104.8411695760904,118.233791133621,104.8411695760904,118.233791133621,104.8411695760904,118.233791133621,104.8411695760904,118.233791133621,105.20255075431463,118.559094599275,111.63266814770581,125.98800321965705,111.63266814770581,125.98800321965705,111.63266814770581,125.98800321965705,111.63266814770581,125.98800321965705,111.63266814770581,125.98800321965705,112.01745921124174,126.33464129736075,109.90730566872809,124.01753612527212,109.90730566872809,124.01753612527212,109.90730566872809,124.01753612527212,109.90730566872809,124.01753612527212,109.90730566872809,124.01753612527212,110.28614951202562,124.3587527429295,108.94012825184758,121.59765698359983,108.94012825184758,121.59765698359983,114.20833392547746,127.05723332141888,114.20833392547746,127.05723332141888,108.94012825184758,121.59765698359983,109.31563829301491,121.93221564786074
2014-09-30,104.94574606699828,118.09027740182641,104.94574606699828,118.09027740182641,104.94574606699828,118.09027740182641,104.94574606699828,118.09027740182641,104.94574606699828,118.09027740182641,105.30748771406935,118.41518600985236,112.3504490978788,126.51949094019365,112.3504490978788,126.51949094019365,112.3504490978788,126.51949094019365,112.3504490978788,126.51949094019365,112.3504490978788,126.51949094019365,112.73771430898985,126.86759133079272,110.464728478391,124.3722839887302,110.464728478391,124.3722839887302,110.464728478391,124.3722839887302,110.464728478391,124.3722839887302,110.464728478391,124.3722839887302,110.84549372444032,124.71447664469532,109.7580690331558,122.15211593420022,109.7580690331558,122.15211593420022,115.06582927987026,127.63658675635459,115.06582927987026,127.63658675635459,109.7580690331558,122.15211593420022,110.13639846678568,122.48820011342994
2014-10-31,104.671275409722,117.797381334984,104.671275409722,117.797381334984,104.671275409722,117.797381334984,104.671275409722,117.797381334984,104.671275409722,117.797381334984,105.03207097301782,118.12148408112641,113.34724706334002,127.65909067225734,113.34724706334002,127.65909067225734,113.34724706334002,127.65909067225734,113.34724706334002,127.65909067225734,113.34724706334002,127.65909067225734,113.73794817682288,128.01032650948926,111.12755286303252,125.13535908696954,111.12755286303252,125.13535908696954,111.12755286303252,125.13535908696954,111.12755286303252,125.13535908696954,111.12755286303252,125.13535908696954,111.51060282469543,125.47965123557236,110.17565888810174,122.63611175664424,110.17565888810174,122.63611175664424,115.50361324765944,128.14231336050418,115.50361324765944,128.14231336050418,110.17565888810174,122.63611175664424,110.5554277287356,122.97352758156418
2014-11-30,106.84174726896869,123.75297368636977,106.84174726896869,123.75297368636977,106.84174726896869,123.75297368636977,106.84174726896869,123.75297368636977,106.84174726896869,123.75297368636977,107.21002431764825,124.09346239809236,115.69762455813084,134.11327068353035,115.69762455813084,134.11327068353035,115.69762455813084,134.11327068353035,115.69762455813084,134.11327068353035,115.69762455813084,134.11327068353035,116.09642728085531,134.48226427939872,113.43190260303538,131.46194444073868,113.43190260303538,131.46194444073868,113.43190260303538,131.46194444073868,113.43190260303538,131.46194444073868,113.43190260303538,131.46194444073868,113.82289551904962,131.8236432894194,112.59958548954482,128.53425723073093,112.59958548954482,128.53425723073093,118.04475784837516,134.30527788017233,118.04475784837516,134.30527788017233,112.59958548954482,128.53425723073093,112.98770945874793,128.88790096431603
2014-12-31,106.74138377189638,124.90902445045735,106.74138377189638,124.90902445045735,106.74138377189638,124.90902445045735,106.74138377189638,124.90902445045735,106.74138377189638,124.90902445045735,107.10931487366435,125.25269387148838,115.58894215167057,135.36610319679912,115.58894215167057,135.36610319679912,115.58894215167057,135.36610319679912,115.58894215167057,135.36610319679912,115.58894215167057,135.36610319679912,115.9873702527053,135.73854378319822,113.32534853858203,132.69000932509704,113.32534853858203,132.69000932509704,113.32534853858203,132.69000932509704,113.32534853858203,132.69000932509704,113.32534853858203,132.69000932509704,113.71597416917288,133.05508701969904,112.4953971133669,129.57159877139162,112.4953971133669,129.57159877139162,117.93553105519412,135.3891947041906,117.93553105519412,135.3891947041906,112.4953971133669,129.57159877139162,112.8831619515312,129.92809660273514
2015-01-31,105.98074560243636,130.41555057011402,105.98074560243636,130.41555057011402,105.98074560243636,130.41555057011402,105.98074560243636,130.41555057011402,105.98074560243636,130.41555057011402,106.34605483038325,130.7743704148375,114.76525635838955,141.33362224715373,114.76525635838955,141.33362224715373,114.76525635838955,141.33362224715373,114.76525635838955,141.33362224715373,114.76525635838955,141.33362224715373,115.16084526425253,141.72248161374947,112.51779309363846,138.53955466724273,112.51779309363846,138.53955466724273,112.51779309363846,138.53955466724273,112.51779309363846,138.53955466724273,112.51779309363846,138.53955466724273,112.90563512939386,138.9207265541569,111.6701966117909,134.4271109177201,111.6701966117909,134.4271109177201,117.07042490971952,140.46271301839832,117.07042490971952,140.46271301839832,111.6701966117909,134.4271109177201,112.05511703367544,134.79696800037055
2015-02-28,107.48474935411714,128.1891112693417,107.48474935411714,128.1891112693417,107.48474935411714,128.1891112693417,107.48474935411714,128.1891112693417,107.48474935411714,128.1891112693417,107.85524279214138,128.54180538288745,116.39392367097031,138.92079088067953,116.39392367097031,138.92079088067953,116.39392367097031,138.92079088067953,116.39392367097031,138.92079088067953,116.39392367097031,138.92079088067953,116.7951264946743,139.30301168483024,114.11456599782706,136.17442330158693,114.11456599782706,136.17442330158693,114.11456599782706,136.17442330158693,114.11456599782706,136.17442330158693,114.11456599782706,136.17442330158693,114.50791201332443,136.54908786582627,112.94341937980778,132.8078357265258,112.94341937980778,132.8078357265258,118.40521910708846,138.77073448128795,118.40521910708846,138.77073448128795,112.94341937980778,132.8078357265258,113.33272852366012,133.17323760371855
2015-03-31,107.28829449500846,127.89088856544318,107.28829449500846,127.89088856544318,107.28829449500846,127.89088856544318,107.28829449500846,127.89088856544318,107.28829449500846,127.89088856544318,107.6581107650009,128.24276216162087,116.1811851009565,138.5976016996803,116.1811851009565,138.5976016996803,116.1811851009565,138.5976016996803,116.1811851009565,138.5976016996803,116.1811851009565,138.5976016996803,116.5816546276609,138.978933294751,113.90599351549756,135.8576233462967,113.90599351549756,135.8576233462967,113.90599351549756,135.8576233462967,113.90599351549756,135.8576233462967,113.90599351549756,135.8576233462967,114.29862059424791,136.23141628050212,113.18163417829162,133.03827599542566,113.18163417829162,133.03827599542566,118.65495366943757,139.01152121796176,118.65495366943757,139.01152121796176,113.18163417829162,133.03827599542566,113.57176443416411,133.40431189625397
2015-04-30,107.78836646887129,125.9080939159833,107.78836646887129,125.9080939159833,107.78836646887129,125.9080939159833,107.78836646887129,125.9080939159833,107.78836646887129,125.9080939159833,108.159906456749,126.25451213459961,115.80032344715143,135.34846083159223,115.80032344715143,135.34846083159223,115.80032344715143,135.34846083159223,115.80032344715143,135.34846083159223,115.80032344715143,135.34846083159223,116.19948016674246,135.72085287753188,113.75867040969003,132.9423653131284,113.75867040969003,132.9423653131284,113.75867040969003,132.9423653131284,113.75867040969003,132.9423653131284,113.75867040969003,132.9423653131284,114.15078967459424,133.30813732935113,112.66152199357094,129.2971081541271,112.66152199357094,129.2971081541271,118.10968952274992,135.10237981591507,118.10968952274992,135.10237981591507,112.66152199357094,129.2971081541271,113.04985945416193,129.6528507635647
2015-05-31,108.37229164933326,127.90802152923223,108.37229164933326,127.90802152923223,108.37229164933326,127.90802152923223,108.37229164933326,127.90802152923223,108.37229164933326,127.90802152923223,108.74584439203394,128.2599422643238,117.34799221073042,138.57404136534916,117.34799221073042,138.57404136534916,117.34799221073042,138.57404136534916,117.34799221073042,138.57404136534916,117.34799221073042,138.57404136534916,117.75248365105706,138.95530813750977,115.05302406876271,135.84645979179817,115.05302406876271,135.84645979179817,115.05302406876271,135.84645979179817,115.05302406876271,135.84645979179817,115.05302406876271,135.84645979179817,115.44960489253971,136.22022201107063,114.1672407450932,132.37847481740926,114.1672407450932,132.37847481740926,119.6882229128902,138.32209582687642,119.6882229128902,138.32209582687642,114.1672407450932,132.37847481740926,114.56076832726237,132.7426953691077
2015-06-30,107.15658558899491,125.54768826202172,107.15658558899491,125.54768826202172,107.15658558899491,125.54768826202172,107.15658558899491,125.54768826202172,107.15658558899491,125.54768826202172,107.52594786634467,125.89311487572412,114.40136962683843,134.09177815326996,114.40136962683843,134.09177815326996,114.40136962683843,134.09177815326996,114.40136962683843,134.09177815326996,114.40136962683843,134.09177815326996,114.79570423711964,134.46071261549716,112.56361492239532,131.92422533018183,112.56361492239532,131.92422533018183,112.56361492239532,131.92422533018183,112.56361492239532,131.92422533018183,112.56361492239532,131.92422533018183,112.95161490322641,132.2871960790021,111.6324789434821,128.32192265752875,111.6324789434821,128.32192265752875,117.03088326307171,134.08340976133852,117.03088326307171,134.08340976133852,111.6324789434821,128.32192265752875,112.01726935484244,128.6749821827257
2015-07-31,109.26305401726648,130.4350305284863,109.26305401726648,130.4350305284863,109.26305401726648,130.4350305284863,109.26305401726648,130.4350305284863,109.26305401726648,130.4350305284863,109.63967716403975,130.79390396954554,116.65025495614768,139.31172623854357,116.65025495614768,139.31172623854357,116.65025495614768,139.31172623854357,116.65025495614768,139.31172623854357,116.65025495614768,139.31172623854357,117.05234133830707,139.69502264574768,114.77637393951815,137.05979454178822,114.77637393951815,137.05979454178822,114.77637393951815,137.05979454178822,114.77637393951815,137.05979454178822,114.77637393951815,137.05979454178822,115.17200116701169,137.4368950791116,113.82693382622787,133.31726080353468,113.82693382622787,133.31726080353468,119.33145918541348,139.30303208039408,119.33145918541348,139.30303208039408,113.82693382622787,133.31726080353468,114.21928839100516,133.68406429139603
2015-08-31,108.06968819669281,130.47204775764502,108.06968819669281,130.47204775764502,108.06968819669281,130.47204775764502,108.06968819669281,130.47204775764502,108.06968819669281,130.47204775764502,108.44219788357208,130.83102304634713,115.37620648223377,139.35126265812178,115.37620648223377,139.35126265812178,115.37620648223377,139.35126265812178,115.37620648223377,139.35126265812178,115.37620648223377,139.35126265812178,115.77390129626703,139.734667844163,113.52279190393676,137.09869186716503,113.52279190393676,137.09869186716503,113.52279190393676,137.09869186716503,113.52279190393676,137.09869186716503,113.52279190393676,137.09869186716503,113.91409810988074,137.4758994249487,112.58372152989708,133.35509600450777,112.58372152989708,133.35509600450777,118.02812672786978,139.3425660325857,118.02812672786978,139.3425660325857,112.58372152989708,133.35509600450777,112.9717908169896,133.72200359054514
2015-09-30,108.06968819669281,131.7682876817307,108.06968819669281,131.7682876817307,108.06968819669281,131.7682876817307,108.06968819669281,131.7682876817307,108.06968819669281,131.7682876817307,108.44219788357208,132.13082939028268,115.37620648223377,140.73571759106449,115.37620648223377,140.73571759106449,115.37620648223377,140.73571759106449,115.37620648223377,140.73571759106449,115.37620648223377,140.73571759106449,115.77390129626703,141.12293190800992,113.52279190393676,138.46076750706183,113.52279190393676,138.46076750706183,113.52279190393676,138.46076750706183,113.52279190393676,138.46076750706183,113.52279190393676,138.46076750706183,113.91409810988074,138.8417226223068,112.58372152989708,134.6799790157901,112.58372152989708,134.6799790157901,118.02812672786978,140.72693456454508,118.02812672786978,140.72693456454508,112.58372152989708,134.6799790157901,112.9717908169896,135.05053182905928
2015-10-31,108.06968819669281,128.5597483258366,108.06968819669281,128.5597483258366,108.06968819669281,128.5597483258366,108.06968819669281,128.5597483258366,108.06968819669281,128.5597483258366,108.44219788357208,128.9134621945456,115.37620648223377,137.3088225724269,115.37620648223377,137.3088225724269,115.37620648223377,137.3088225724269,115.37620648223377,137.3088225724269,115.37620648223377,137.3088225724269,115.77390129626703,137.68660827496942,113.52279190393676,135.08926720444916,113.52279190393676,135.08926720444916,113.52279190393676,135.08926720444916,113.52279190393676,135.08926720444916,113.52279190393676,135.08926720444916,113.91409810988074,135.46094611597624,112.58372152989708,131.40054038358372,112.58372152989708,131.40054038358372,118.02812672786978,137.30025341137352,118.02812672786978,137.30025341137352,112.58372152989708,131.40054038358372,112.9717908169896,131.76207028773166
