date,KOSPI200/ma_down/cash,KOSPI200/ma_down/basket,KOSPI200/ma_reclaim/cash,KOSPI200/ma_reclaim/basket,KOSPI200/drawdown/cash,KOSPI200/drawdown/basket,KOSPI200/or/cash,KOSPI200/or/basket,KOSPI200/and/cash,KOSPI200/and/basket,KOSPI200/annual5_live/cash,KOSPI200/annual5_live/basket,Semi50/ma_down/cash,Semi50/ma_down/basket,Semi50/ma_reclaim/cash,Semi50/ma_reclaim/basket,Semi50/drawdown/cash,Semi50/drawdown/basket,Semi50/or/cash,Semi50/or/basket,Semi50/and/cash,Semi50/and/basket,Semi50/annual5_live/cash,Semi50/annual5_live/basket,Attack/ma_down/cash,Attack/ma_down/basket,Attack/ma_reclaim/cash,Attack/ma_reclaim/basket,Attack/drawdown/cash,Attack/drawdown/basket,Attack/or/cash,Attack/or/basket,Attack/and/cash,Attack/and/basket,Attack/annual5_live/cash,Attack/annual5_live/basket,SemiSplit/ma_down/cash,SemiSplit/ma_down/basket,SemiSplit/ma_reclaim/cash,SemiSplit/ma_reclaim/basket,SemiSplit/drawdown/cash,SemiSplit/drawdown/basket,SemiSplit/or/cash,SemiSplit/or/basket,SemiSplit/and/cash,SemiSplit/and/basket,SemiSplit/annual5_live/cash,SemiSplit/annual5_live/basket
2011-12-31,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,100.0,121.56369660224108,101.489293480917,122.68919394238453,101.489293480917,122.68919394238453,100.0,121.56369660224108,100.0,121.56369660224108
2012-01-31,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.20450376548162,124.85628618758346,101.66763978583577,125.19074766893375,101.66763978583577,125.19074766893375,105.44736571093986,128.8580187023751,105.44736571093986,128.8580187023751,101.66763978583577,125.19074766893375,101.66763978583577,125.19074766893375
2012-02-29,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,102.39563266224108,124.41064380057303,103.77344466022556,126.10354035057892,103.77344466022556,126.10354035057892,108.94709589188575,131.6523410123469,108.94709589188575,131.6523410123469,103.77344466022556,126.10354035057892,103.77344466022556,126.10354035057892
2012-03-31,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,103.70768550475375,124.9298935532454,105.69687897072882,127.48753137422938,105.69687897072882,127.48753137422938,110.62370882280237,132.8252744550243,110.62370882280237,132.8252744550243,105.69687897072882,127.48753137422938,105.69687897072882,127.48753137422938
2012-04-30,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,103.47446465212971,125.83262232172342,106.41253247430372,129.4076444160335,106.41253247430372,129.4076444160335,110.91888080709937,134.12354671948802,110.91888080709937,134.12354671948802,106.41253247430372,129.4076444160335,106.41253247430372,129.4076444160335
2012-05-31,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,102.92786923369313,128.95435794171325,104.4800691735788,130.46484817015073,104.4800691735788,130.46484817015073,106.94718897237838,132.3479004639342,106.94718897237838,132.3479004639342,104.4800691735788,130.46484817015073,104.4800691735788,130.46484817015073
2012-06-30,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,102.59434161012717,127.44706865170903,104.14151179897357,128.93990344158422,104.14151179897357,128.93990344158422,106.94787075232594,131.3704114492924,106.94787075232594,131.3704114492924,104.14151179897357,128.93990344158422,104.14151179897357,128.93990344158422
2012-07-31,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.94797810808036,128.23615847771754,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.94797810808036,128.23615847771754,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.59434161012717,127.88430300078468,102.94797810808036,128.23615847771754,104.14151179897357,129.38225927877673,104.14151179897357,129.38225927877673,105.9837710976833,130.59177546615993,105.9837710976833,130.59177546615993,104.14151179897357,129.38225927877673,104.50048129910539,129.7382361694269
2012-08-31,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.81621240893399,130.3720190552406,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.81621240893399,130.3720190552406,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.45959344019118,130.0143031856456,103.81621240893399,130.3720190552406,105.01981202738305,131.5372089458975,105.01981202738305,131.5372089458975,106.63340229828822,132.33174786763917,106.63340229828822,132.33174786763917,105.01981202738305,131.5372089458975,105.38180897534534,131.89911487416293
2012-09-30,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.91373117044223,130.10942558018507,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.91373117044223,130.10942558018507,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.55677721509807,129.75243021683028,103.91373117044223,130.10942558018507,105.11846137862695,131.27226856186024,105.11846137862695,131.27226856186024,107.513200125863,133.08158483257444,107.513200125863,133.08158483257444,105.11846137862695,131.27226856186024,105.4807983649437,131.6334455443286
2012-10-31,101.08853963910286,124.62238135018946,101.08853963910286,124.62238135018946,101.08853963910286,124.62238135018946,101.08853963910286,124.62238135018946,101.08853963910286,124.62238135018946,101.43698572862526,124.96526211348541,102.73877340201223,126.69005714043351,102.73877340201223,126.69005714043351,102.73877340201223,126.69005714043351,102.73877340201223,126.69005714043351,102.73877340201223,126.69005714043351,103.09290774762712,127.03862681968121,102.32621496128489,126.1731381928725,102.32621496128489,126.1731381928725,102.32621496128489,126.1731381928725,102.32621496128489,126.1731381928725,102.32621496128489,126.1731381928725,102.67892724287667,126.52028564313227,103.31779768808406,126.61872892047967,103.31779768808406,126.61872892047967,106.663944190857,129.94063817227348,106.663944190857,129.94063817227348,103.31779768808406,126.61872892047967,103.67392789543501,126.96710235027172
2012-11-30,101.08853963910286,124.28271557278697,101.08853963910286,124.28271557278697,101.08853963910286,124.28271557278697,101.08853963910286,124.28271557278697,101.08853963910286,124.28271557278697,101.43698572862526,124.62466179399057,102.73877340201223,126.34475578860932,102.73877340201223,126.34475578860932,102.73877340201223,126.34475578860932,102.73877340201223,126.34475578860932,102.73877340201223,126.34475578860932,103.09290774762712,126.69237542028291,102.32621496128489,125.82924573465374,102.32621496128489,125.82924573465374,102.32621496128489,125.82924573465374,102.32621496128489,125.82924573465374,102.32621496128489,125.82924573465374,102.67892724287667,126.17544701370984,103.31779768808406,126.27362197799847,103.31779768808406,126.27362197799847,106.47079229885344,129.38659088565151,106.47079229885344,129.38659088565151,103.31779768808406,126.27362197799847,103.67392789543501,126.62104589510608
2012-12-31,101.85748951969299,120.97028050827478,101.85748951969299,120.97028050827478,101.85748951969299,120.97028050827478,101.85748951969299,120.97028050827478,101.85748951969299,120.97028050827478,102.20858613300263,121.30311303536514,104.21186980039843,123.82786147819421,104.21186980039843,123.82786147819421,104.21186980039843,123.82786147819421,104.21186980039843,123.82786147819421,104.21186980039843,123.82786147819421,104.57108182031092,124.16855623302835,103.62119185436508,123.11086359002971,103.62119185436508,123.11086359002971,103.62119185436508,123.11086359002971,103.62119185436508,123.11086359002971,103.62119185436508,123.11086359002971,103.97836784307961,123.44958562711835,104.22756064463931,122.51874647727429,104.22756064463931,122.51874647727429,107.99739939640027,126.80910064942073,107.99739939640027,126.80910064942073,104.22756064463931,122.51874647727429,104.58682674994404,122.85583938831523
