name,start,end,years,final_nav,total_return,cagr,mdd,vol,sharpe
Baseline 20KR/20US/60DefenseBasket,2011-02-28,2026-05-31,15.252566735112936,665.8429524750378,5.554503018036196,0.13118745706777846,-0.17619584180008163,0.09818364879731452,1.3135781508796938
Baseline 50KR/50US StockOnly,2011-02-28,2026-05-31,15.252566735112936,2801.7863930774897,27.232896602925138,0.24484561883444766,-0.31179251521682694,0.2108280464631749,1.1394872510381528
